MR_ID,smiles,ABL1
4342794,CC(C)(C)c1cc(NC(=O)Nc2ccccc2F)n(-c2cccc(C#N)c2)n1,5.07572071393812
2588,CC(C)(C)c1ccc(C(=O)Nc2ncnc3c2c(-c2ccccc2)nn3C(C)(C)C)cc1,3.52287874528034
1440,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,6.19466991845506
1433,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,7.51055088986261
4342963,CC(O)c1cc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc2ccccc12,6.44369749923271
4207628,CC(O)c1cccc(Nc2[nH]nc3c2Cc2cc(F)ccc2-3)c1,5.619788758288388
4207779,Cc1ccc2c(c1)-c1n[nH]c(Nc3cccc(C(C)O)c3)c1C2,5.83238732727247
4207895,CCC1c2cc(OC)c(OC)cc2-c2n[nH]c(Nc3cccc(Br)c3)c21,6.474955192963152
4207561,CCC1c2cc(OC)c(OC)cc2-c2n[nH]c(Nc3cccc(Cl)c3)c21,6.53461714855158
4207759,CCCC(=O)OCn1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,7.420216403383192
12839,CCCc1ccc(C(=O)Nc2ncnc3c2c(-c2ccccc2)nn3C(C)(C)C)cc1,5.744727494896691
4277490,CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,6.51716401438995
4293508,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,7.2839966563652
4345344,CCNC(=O)N1CCC(S(=O)(=O)c2ccc(Nc3ncc(/C=C/c4ccc5nc(N)sc5c4)cn3)cc2)CC1,6.628947866481942
4302480,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,6.32790214206428
4349634,CCOC(C)=O.O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(O)ccc2[nH]1,5.88605664769316
4207684,CCOC(=O)CC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,7.15490195998574
4342845,CCOC(=O)Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,5.420216403383192
4342879,CCOC(=O)c1cc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc2ccccc12,5.32790214206428
4207567,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccc(F)c1,7.7212463990471685
4207597,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccc(OC)c1,8.39794000867204
4207596,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccnc1,6.73754891026957
4207992,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1cccc(OC)c1,7.95860731484177
4207979,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3ccccc3Cl)c1C2,9.0
4207685,CCOc1cc2c(cc1OCC(O)CN1CCCC1)-c1n[nH]c(Nc3cccc(F)c3)c1C2,8.39794000867204
4207686,CCOc1cc2c(cc1OCC(O)CN1CCCC1)-c1n[nH]c(Nc3cccnc3)c1C2,6.47237009912866
4208069,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccnc3)c1C2,6.043351420794799
4207523,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)c1,7.29242982390206
4207564,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC(O)CO)c(OC)cc2-3)c1,7.85387196432176
4207723,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC)c(OCC(O)CN4CCCC4)cc2-3)c1,8.09691001300806
4207601,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC)c(OCCCO)cc2-3)c1,7.33724216831843
4207525,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCCCO)c(OC)cc2-3)c1,7.2218487496163615
4207642,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCCCO)c(OCCCO)cc2-3)c1,7.85387196432176
4291702,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,6.0087739243075005
4208055,CCc1cccc(Nc2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)c1,8.15490195998574
4207850,CN(C)CCCOc1ccc2c(c1)Cc1c-2n[nH]c1Nc1cccc(F)c1,5.991399828238079
4207847,CN(C)CCCOc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(F)c1,4.98758462523757
4345453,CN(C)CCN(C1CCNCC1)S(=O)(=O)c1ccc(Nc2ncc(/C=C/c3ccc4nc(N)sc4c3)cn2)cc1,7.19139495272128
4345305,CN(C)CCN(C1CCNCC1)S(=O)(=O)c1ccc(Nc2ncc(/C=C/c3cccc4[nH]ccc34)cn2)cc1,7.170994301671442
4345454,CN(C)CCN(C1CCNCC1)S(=O)(=O)c1ccc(Nc2ncc(/C=C/c3cccc4[nH]ncc34)cn2)cc1,7.47346077825829
4342661,CN(C)CCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,6.2441251443275085
